Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,conductivity.data,total_dissolved_solids.data,salinity.data
1654043860.3173285,1,1654043860,316851854,,1.2,1,0.0
1654043861.822605,2,1654043861,822179079,,1.01,1,0.0
1654043863.327009,3,1654043863,326602935,,1.01,1,0.0
1654043864.8325844,4,1654043864,831832885,,1.01,1,0.0
1654043866.3389094,5,1654043866,338242292,,1.01,1,0.0
1654043867.8457232,6,1654043867,844888687,,1.01,1,0.0
1654043869.3532429,7,1654043869,352634668,,1.01,1,0.0
1654043870.858634,8,1654043870,858274459,,1.01,1,0.0
1654043872.3641243,9,1654043872,363748788,,1.2,1,0.0
1654043873.8688028,10,1654043873,868404388,,1.01,1,0.0
1654043875.3736663,11,1654043875,373267173,,1.01,1,0.0
1654043876.8790028,12,1654043876,877429485,,1.01,1,0.0
1654043878.3833477,13,1654043878,382862091,,1.01,1,0.0
1654043879.8884044,14,1654043879,887917757,,1.01,1,0.0
1654043881.392692,15,1654043881,392305612,,1.01,1,0.0
1654043882.9008133,16,1654043882,900236368,,1.01,1,0.0
1654043884.4078593,17,1654043884,406930923,,0.8,0,0.0
1654043885.912982,18,1654043885,912595748,,1.01,1,0.0
1654043887.4183903,19,1654043887,417861461,,1.01,1,0.0
1654043888.9235694,20,1654043888,923161268,,0.8,0,0.0
1654043890.4289262,21,1654043890,428346633,,0.8,0,0.0
1654043891.9345064,22,1654043891,934063434,,0.8,0,0.0
1654043893.4398518,23,1654043893,439389228,,0.8,0,0.0
1654043894.9466717,24,1654043894,946099996,,0.8,0,0.0
1654043896.4541366,25,1654043896,453608751,,0.8,0,0.0
1654043897.959548,26,1654043897,959147453,,0.8,0,0.0
1654043899.464826,27,1654043899,464413166,,0.8,0,0.0
1654043900.9689949,28,1654043900,968598842,,0.8,0,0.0
1654043902.4755175,29,1654043902,474960565,,0.8,0,0.0
1654043903.9822853,30,1654043903,981620550,,0.8,0,0.0
1654043905.4893706,31,1654043905,488723039,,0.8,0,0.0
1654043906.995973,32,1654043906,995319843,,0.8,0,0.0
1654043908.502363,33,1654043908,501876831,,0.8,0,0.0
1654043910.009873,34,1654043910,9315729,,0.8,0,0.0
1654043911.516883,35,1654043911,516372203,,0.8,0,0.0
1654043913.02409,36,1654043913,23559570,,0.8,0,0.0
1654043914.5311077,37,1654043914,530508279,,0.8,0,0.0
1654043916.03888,38,1654043916,38182497,,0.8,0,0.0
1654043917.5443857,39,1654043917,543817043,,0.8,0,0.0
1654043919.0487704,40,1654043919,48375844,,0.8,0,0.0
1654043920.5539913,41,1654043920,553583145,,0.8,0,0.0
1654043922.0611591,42,1654043922,60572385,,0.8,0,0.0
1654043923.5687373,43,1654043923,568185091,,0.59,0,0.0
1654043925.0757487,44,1654043925,75242996,,0.8,0,0.0
1654043926.5835116,45,1654043926,582917451,,0.8,0,0.0
1654043928.0912514,46,1654043928,90577363,,0.8,0,0.0
1654043929.5991242,47,1654043929,598405122,,0.8,0,0.0
1654043931.106042,48,1654043931,105523109,,0.8,0,0.0
1654043932.613297,49,1654043932,612723827,,1.01,1,0.0
1654043934.1208413,50,1654043934,120320081,,1.01,1,0.0
1654043935.628452,51,1654043935,627900838,,0.8,0,0.0
1654043937.132851,52,1654043937,132344007,,0.8,0,0.0
1654043938.636995,53,1654043938,636349916,,0.8,0,0.0
1654043940.1424286,54,1654043940,141955375,,0.8,0,0.0
1654043941.647654,55,1654043941,647267341,,1.01,1,0.0
1654043943.1545596,56,1654043943,154045104,,0.8,0,0.0
1654043944.6621847,57,1654043944,661562442,,0.8,0,0.0
1654043946.1699374,58,1654043946,169275283,,1.01,1,0.0
1654043947.6764414,59,1654043947,675901651,,0.8,0,0.0
1654043949.1842563,60,1654043949,183442592,,0.8,0,0.0
1654043950.691057,61,1654043950,690385580,,0.8,0,0.0
1654043952.1988308,62,1654043952,198035240,,0.8,0,0.0
1654043953.7063715,63,1654043953,705857276,,1.01,1,0.0
1654043955.2134123,64,1654043955,212853670,,1.01,1,0.0
1654043956.7209885,65,1654043956,720440387,,1.01,1,0.0
1654043958.228421,66,1654043958,227862834,,1.01,1,0.0
1654043959.736136,67,1654043959,735516071,,1.01,1,0.0
1654043961.242866,68,1654043961,242136240,,1.01,1,0.0
1654043962.7506511,69,1654043962,750082492,,0.8,0,0.0
1654043964.2567732,70,1654043964,256223440,,1.01,1,0.0
1654043965.7638621,71,1654043965,763312339,,1.2,1,0.0
1654043967.2701948,72,1654043967,269631862,,1.2,1,0.0
1654043968.7777936,73,1654043968,777242183,,1.01,1,0.0
1654043970.2844114,74,1654043970,283656358,,1.2,1,0.0
1654043971.791483,75,1654043971,790826320,,0.8,0,0.0
1654043973.2991693,76,1654043973,298600196,,1.01,1,0.0
1654043974.8072507,77,1654043974,806626319,,1.2,1,0.0
1654043976.3140693,78,1654043976,313001394,,1.2,1,0.0
1654043977.820872,79,1654043977,820357799,,1.2,1,0.0
1654043979.328452,80,1654043979,327880144,,1.2,1,0.0
1654043980.8361938,81,1654043980,835188627,,1.2,1,0.0
1654043982.3432739,82,1654043982,342615842,,1.2,1,0.0
1654043983.8501797,83,1654043983,849664211,,1.2,1,0.0
1654043985.357354,84,1654043985,356675624,,1.2,1,0.0
1654043986.863217,85,1654043986,862637519,,1.2,1,0.0
1654043988.3687806,86,1654043988,368372201,,1.41,1,0.0
1654043989.8734818,87,1654043989,873036861,,1.2,1,0.0
1654043991.3787162,88,1654043991,378304719,,1.2,1,0.0
1654043992.8840306,89,1654043992,883579254,,1.01,1,0.0
1654043994.391034,90,1654043994,390400409,,1.2,1,0.0
1654043995.898257,91,1654043995,897661685,,1.2,1,0.0
1654043997.4053502,92,1654043997,404752969,,1.2,1,0.0
1654043998.9124286,93,1654043998,911926031,,1.61,1,0.0
1654044000.4199557,94,1654044000,419428586,,1.41,1,0.0
1654044001.9263182,95,1654044001,925817012,,1.41,1,0.0
1654044003.4338038,96,1654044003,433078527,,1.61,1,0.0
1654044004.940351,97,1654044004,939683675,,1.61,1,0.0
1654044006.446883,98,1654044006,446343660,,1.61,1,0.0
1654044007.9538908,99,1654044007,953391551,,1.41,1,0.0
1654044009.4614952,100,1654044009,460908889,,1.61,1,0.0
1654044010.96857,101,1654044010,968052148,,1.61,1,0.0
1654044012.4755547,102,1654044012,475036859,,1.41,1,0.0
1654044013.983072,103,1654044013,982388496,,1.61,1,0.0
1654044015.4907305,104,1654044015,490104436,,1.61,1,0.0
1654044016.9983463,105,1654044016,997426033,,1.41,1,0.0
1654044018.5036445,106,1654044018,503130912,,1.41,1,0.0
1654044020.0108833,107,1654044020,10321378,,1.61,1,0.0
1654044021.5186186,108,1654044021,517922163,,1.61,1,0.0
1654044023.0260644,109,1654044023,25513410,,1.41,1,0.0
1654044024.5337682,110,1654044024,533165454,,1.61,1,0.0
1654044026.0419323,111,1654044026,40929794,,1.61,1,0.0
1654044027.5493515,112,1654044027,548782825,,1.61,1,0.0
1654044029.0565214,113,1654044029,55912256,,1.61,1,0.0
1654044030.563038,114,1654044030,562384605,,1.81,1,0.0
1654044032.0705001,115,1654044032,69947957,,1.81,1,0.0
1654044033.5769122,116,1654044033,576375722,,1.81,1,0.0
1654044035.0840418,117,1654044035,83383083,,1.81,1,0.0
1654044036.591117,118,1654044036,590398550,,1.61,1,0.0
1654044038.097759,119,1654044038,97065925,,1.81,1,0.0
1654044039.605403,120,1654044039,604815959,,1.81,1,0.0
1654044041.1124158,121,1654044041,111921072,,1.61,1,0.0
1654044042.6193755,122,1654044042,618836641,,1.81,1,0.0
1654044044.1265948,123,1654044044,126047849,,1.81,1,0.0
1654044045.6338542,124,1654044045,632225036,,2.01,1,0.0
1654044047.1402,125,1654044047,139505386,,1.81,1,0.0
1654044048.647076,126,1654044048,646505355,,1.81,1,0.0
1654044050.154096,127,1654044050,153578281,,1.81,1,0.0
1654044051.6614926,128,1654044051,660913944,,2.01,1,0.0
1654044053.169066,129,1654044053,168502330,,2.01,1,0.0
1654044054.676742,130,1654044054,676104784,,2.01,1,0.0
1654044056.1821952,131,1654044056,181701183,,1.81,1,0.0
1654044057.686514,132,1654044057,685979604,,2.01,1,0.0
1654044059.190231,133,1654044059,189822912,,2.01,1,0.0
1654044060.6958363,134,1654044060,695275783,,2.01,1,0.0
1654044062.2036078,135,1654044062,203062772,,2.01,1,0.0
1654044063.7112162,136,1654044063,710675001,,2.01,1,0.0
1654044065.218297,137,1654044065,217793941,,2.01,1,0.0
1654044066.725896,138,1654044066,725352764,,2.01,1,0.0
1654044068.2318885,139,1654044068,231192827,,2.01,1,0.0
1654044069.7390409,140,1654044069,738442420,,2.01,1,0.0
1654044071.2470527,141,1654044071,246383905,,2.21,1,0.0
1654044072.7535665,142,1654044072,752966642,,2.01,1,0.0
1654044074.2599797,143,1654044074,259164333,,2.01,1,0.0
1654044075.7680757,144,1654044075,767460823,,2.01,1,0.0
1654044077.2757752,145,1654044077,275163173,,1.81,1,0.0
1654044078.782815,146,1654044078,782171249,,2.01,1,0.0
1654044080.2889223,147,1654044080,288341045,,2.01,1,0.0
1654044081.795974,148,1654044081,795353174,,2.01,1,0.0
1654044083.3030398,149,1654044083,302463293,,2.21,1,0.0
1654044084.8116257,150,1654044084,811068058,,2.21,1,0.0
1654044086.3188176,151,1654044086,318153381,,2.21,1,0.0
1654044087.826284,152,1654044087,825745820,,2.21,1,0.0
1654044089.3339937,153,1654044089,333404302,,2.01,1,0.0
1654044090.8398507,154,1654044090,839181661,,2.21,1,0.0
1654044092.3469563,155,1654044092,346374511,,2.21,1,0.0
1654044093.8544958,156,1654044093,853939056,,2.21,1,0.0
1654044095.361718,157,1654044095,361030101,,2.21,1,0.0
1654044096.8692746,158,1654044096,868617057,,2.21,1,0.0
1654044098.3762338,159,1654044098,375711679,,2.21,1,0.0
1654044099.8837,160,1654044099,883097648,,2.41,1,0.0
1654044101.3907964,161,1654044101,390225410,,2.41,1,0.0
1654044102.898304,162,1654044102,897678613,,2.41,1,0.0
1654044104.4053724,163,1654044104,404777765,,2.41,1,0.0
1654044105.9120617,164,1654044105,911560535,,2.41,1,0.0
1654044107.4196157,165,1654044107,419041872,,2.41,1,0.0
1654044108.9272938,166,1654044108,926688909,,2.21,1,0.0
1654044110.4351077,167,1654044110,434432029,,2.41,1,0.0
1654044111.9430866,168,1654044111,942366123,,2.41,1,0.0
1654044113.44994,169,1654044113,449406862,,2.21,1,0.0
1654044114.9574125,170,1654044114,956847667,,2.21,1,0.0
1654044116.4644966,171,1654044116,463906288,,2.21,1,0.0
1654044117.9709973,172,1654044117,970436334,,2.21,1,0.0
1654044119.4785042,173,1654044119,477927207,,2.21,1,0.0
1654044120.9871953,174,1654044120,986593723,,2.41,1,0.0
1654044122.4911792,175,1654044122,490740060,,2.41,1,0.0
1654044123.9962432,176,1654044123,995581626,,2.41,1,0.0
1654044125.5003288,177,1654044125,499937057,,2.41,1,0.0
1654044127.0062244,178,1654044127,5827426,,2.41,1,0.0
1654044128.5137577,179,1654044128,513183593,,2.21,1,0.0
1654044130.0207455,180,1654044130,20263671,,2.41,1,0.0
1654044131.5247433,181,1654044131,524303436,,2.41,1,0.0
1654044133.0303252,182,1654044133,29865980,,2.41,1,0.0
1654044134.5350623,183,1654044134,534618377,,2.21,1,0.0
1654044136.0418012,184,1654044136,41049003,,2.41,1,0.0
1654044137.5492637,185,1654044137,548692703,,2.62,1,0.0
1654044139.0568566,186,1654044139,56285619,,2.62,1,0.0
1654044140.5640361,187,1654044140,563507795,,2.41,1,0.0
1654044142.071616,188,1654044142,71048021,,2.62,1,0.0
1654044143.5785286,189,1654044143,577977657,,2.41,1,0.0
1654044145.086221,190,1654044145,85593700,,2.41,1,0.0
1654044146.5936236,191,1654044146,592829227,,2.41,1,0.0
1654044148.1011727,192,1654044148,100606918,,2.41,1,0.0
1654044149.606961,193,1654044149,606583356,,2.41,1,0.0
1654044151.1114008,194,1654044151,111020326,,2.41,1,0.0
1654044152.6166484,195,1654044152,616269111,,2.41,1,0.0
1654044154.123868,196,1654044154,123286485,,2.41,1,0.0
1654044155.6320832,197,1654044155,630929231,,2.62,1,0.0
1654044157.1390243,198,1654044157,138290882,,2.62,1,0.0
1654044158.6466439,199,1654044158,645987510,,2.62,1,0.0
1654044160.1519864,200,1654044160,151582241,,2.62,1,0.0
1654044161.656708,201,1654044161,656291007,,2.62,1,0.0
1654044163.1618915,202,1654044163,161414861,,2.62,1,0.0
1654044164.669447,203,1654044164,668748140,,2.62,1,0.0
1654044166.1760542,204,1654044166,175561666,,2.81,2,0.0
1654044167.684258,205,1654044167,683607101,,2.62,1,0.0
1654044169.1913435,206,1654044169,190809011,,2.81,2,0.0
1654044170.6978555,207,1654044170,697238683,,2.62,1,0.0
1654044172.204865,208,1654044172,204357624,,2.81,2,0.0
1654044173.71247,209,1654044173,711942911,,2.62,1,0.0
1654044175.220196,210,1654044175,219561100,,2.81,2,0.0
1654044176.7270856,211,1654044176,726547956,,2.62,1,0.0
1654044178.2342894,212,1654044178,233712434,,2.81,2,0.0
1654044179.741396,213,1654044179,740745782,,2.81,2,0.0
1654044181.2489047,214,1654044181,248283624,,2.81,2,0.0
1654044182.7564492,215,1654044182,755882024,,2.81,2,0.0
1654044184.2641244,216,1654044184,263500452,,2.81,2,0.0
1654044185.7709289,217,1654044185,770365476,,2.81,2,0.0
1654044187.2763033,218,1654044187,275922060,,2.81,2,0.0
1654044188.7807558,219,1654044188,780298233,,2.81,2,0.0
1654044190.2847762,220,1654044190,284302234,,2.81,2,0.0
1654044191.7905607,221,1654044191,789846897,,2.81,2,0.0
1654044193.2972996,222,1654044193,296567440,,2.81,2,0.0
1654044194.80414,223,1654044194,803651571,,2.81,2,0.0
1654044196.311754,224,1654044196,311151504,,2.81,2,0.0
1654044197.8193398,225,1654044197,818784713,,2.81,2,0.0
1654044199.326887,226,1654044199,326347589,,3.02,2,0.0
1654044200.8337228,227,1654044200,833148479,,2.81,2,0.0
1654044202.3416934,228,1654044202,340910911,,2.81,2,0.0
1654044203.84928,229,1654044203,848685264,,2.81,2,0.0
1654044205.3568056,230,1654044205,356289625,,2.81,2,0.0
1654044206.8637743,231,1654044206,863128423,,2.81,2,0.0
1654044208.3709288,232,1654044208,370378971,,2.81,2,0.0
1654044209.878141,233,1654044209,877563476,,2.62,1,0.0
1654044211.3833108,234,1654044211,382869482,,2.81,2,0.0
1654044212.8885772,235,1654044212,888152360,,2.81,2,0.0
1654044214.393895,236,1654044214,393323183,,2.81,2,0.0
1654044215.89859,237,1654044215,898147344,,2.81,2,0.0
1654044217.4061244,238,1654044217,405606508,,2.81,2,0.0
1654044218.9130342,239,1654044218,912492513,,2.62,1,0.0
1654044220.4201233,240,1654044220,419589996,,2.62,1,0.0
1654044221.9278414,241,1654044221,927302360,,2.62,1,0.0
1654044223.4327948,242,1654044223,432302236,,2.81,2,0.0
1654044224.9374242,243,1654044224,936939716,,2.81,2,0.0
1654044226.4416547,244,1654044226,441222429,,2.81,2,0.0
1654044227.9463441,245,1654044227,945906877,,2.81,2,0.0
1654044229.4531577,246,1654044229,452577829,,2.81,2,0.0
1654044230.9603817,247,1654044230,959728956,,2.81,2,0.0
1654044232.46745,248,1654044232,466831922,,2.81,2,0.0
1654044233.9739788,249,1654044233,973389625,,2.81,2,0.0
1654044235.4807613,250,1654044235,480103492,,2.81,2,0.0
1654044236.9873605,251,1654044236,986757278,,2.62,1,0.0
1654044238.4949458,252,1654044238,494383096,,2.81,2,0.0
1654044240.002877,253,1654044240,2274274,,2.62,1,0.0
1654044241.5112112,254,1654044241,510602951,,2.81,2,0.0
1654044243.0183122,255,1654044243,17814159,,2.62,1,0.0
1654044244.5249112,256,1654044244,524350881,,2.62,1,0.0
1654044246.0327382,257,1654044246,31505107,,2.62,1,0.0
1654044247.5389898,258,1654044247,538347244,,2.62,1,0.0
1654044249.0458117,259,1654044249,45254945,,2.62,1,0.0
1654044250.5536034,260,1654044250,552888393,,2.62,1,0.0
1654044252.061236,261,1654044252,60555458,,2.62,1,0.0
1654044253.568807,262,1654044253,568239688,,2.62,1,0.0
1654044255.0764081,263,1654044255,75872659,,2.81,2,0.0
1654044256.5835195,264,1654044256,582944154,,2.81,2,0.0
1654044258.0909472,265,1654044258,90330600,,2.81,2,0.0
1654044259.5988111,266,1654044259,598012924,,2.62,1,0.0
1654044261.106223,267,1654044261,105659246,,2.81,2,0.0
1654044262.6139562,268,1654044262,613349914,,2.81,2,0.0
1654044264.121599,269,1654044264,120999336,,2.81,2,0.0
1654044265.6279652,270,1654044265,627411127,,2.81,2,0.0
1654044267.1346323,271,1654044267,134018421,,2.81,2,0.0
1654044268.6400387,272,1654044268,639639139,,2.81,2,0.0
1654044270.1446996,273,1654044270,144284963,,2.81,2,0.0
1654044271.6490767,274,1654044271,648693323,,3.02,2,0.0
1654044273.1542459,275,1654044273,153817176,,2.81,2,0.0
1654044274.662299,276,1654044274,661477565,,2.81,2,0.0
1654044276.167993,277,1654044276,167402029,,2.81,2,0.0
1654044277.6734188,278,1654044277,672941207,,2.81,2,0.0
1654044279.1786866,279,1654044279,178295612,,2.81,2,0.0
1654044280.6843557,280,1654044280,683734893,,2.62,1,0.0
1654044282.1887507,281,1654044282,188339948,,2.62,1,0.0
1654044283.6934557,282,1654044283,692925214,,2.62,1,0.0
1654044285.198762,283,1654044285,198361873,,2.41,1,0.0
1654044286.7040577,284,1654044286,703614950,,2.41,1,0.0
1654044288.2082882,285,1654044288,207886695,,2.62,1,0.0
1654044289.71356,286,1654044289,713145017,,2.62,1,0.0
1654044291.2176418,287,1654044291,217274904,,2.41,1,0.0
1654044292.7242177,288,1654044292,723675489,,2.62,1,0.0
1654044294.2330582,289,1654044294,232335090,,2.62,1,0.0
1654044295.739992,290,1654044295,739429235,,2.62,1,0.0
1654044297.2470083,291,1654044297,246553659,,2.41,1,0.0
1654044298.7541983,292,1654044298,753684043,,2.41,1,0.0
1654044300.2622116,293,1654044300,261427402,,2.62,1,0.0
1654044301.7699206,294,1654044301,769163846,,2.81,2,0.0
1654044303.2767217,295,1654044303,276171207,,2.62,1,0.0
1654044304.7826316,296,1654044304,782065868,,2.62,1,0.0
1654044306.2902722,297,1654044306,289677381,,2.62,1,0.0
1654044307.7979968,298,1654044307,797276735,,2.62,1,0.0
1654044309.305945,299,1654044309,305325746,,2.62,1,0.0
1654044310.8134882,300,1654044310,812835216,,2.41,1,0.0
1654044312.3200998,301,1654044312,319543600,,2.41,1,0.0
1654044313.827259,302,1654044313,826657056,,2.21,1,0.0
1654044315.333961,303,1654044315,333374977,,2.21,1,0.0
1654044316.8412693,304,1654044316,840467691,,2.21,1,0.0
1654044318.3488283,305,1654044318,348227977,,2.41,1,0.0
1654044319.8565323,306,1654044319,855900526,,2.21,1,0.0
1654044321.3636878,307,1654044321,363111734,,2.01,1,0.0
1654044322.8713224,308,1654044322,870734453,,2.21,1,0.0
1654044324.377735,309,1654044324,377091646,,2.01,1,0.0
1654044325.8842182,310,1654044325,883564233,,2.01,1,0.0
1654044327.3904881,311,1654044327,389863252,,2.01,1,0.0
1654044328.898797,312,1654044328,897855281,,2.01,1,0.0
1654044330.405308,313,1654044330,404632091,,2.41,1,0.0
1654044331.911089,314,1654044331,910556077,,2.41,1,0.0
1654044333.4176028,315,1654044333,417031526,,2.41,1,0.0
1654044334.9241228,316,1654044334,923542499,,2.62,1,0.0
1654044336.4315412,317,1654044336,430418729,,2.62,1,0.0
1654044337.938114,318,1654044337,937469482,,2.62,1,0.0
1654044339.4454062,319,1654044339,444854259,,2.81,2,0.0
1654044340.9530427,320,1654044340,952506303,,2.81,2,0.0
1654044342.4606552,321,1654044342,460103988,,3.22,2,0.0
1654044343.9675493,322,1654044343,966981172,,3.02,2,0.0
1654044345.4747086,323,1654044345,474074840,,3.02,2,0.0
1654044346.9800143,324,1654044346,979557275,,3.22,2,0.0
1654044348.4852977,325,1654044348,484821319,,3.42,2,0.0
1654044349.9901698,326,1654044349,989760875,,3.42,2,0.0
1654044351.4979606,327,1654044351,497157335,,3.42,2,0.0
1654044353.005371,328,1654044353,4741668,,3.42,2,0.0
1654044354.5125134,329,1654044354,511899232,,3.42,2,0.0
1654044356.0199518,330,1654044356,19396305,,3.62,2,0.0
1654044357.5269704,331,1654044357,526467084,,4.02,2,0.0
1654044359.0342379,332,1654044359,33500432,,3.81,2,0.0
1654044360.5420332,333,1654044360,541401624,,3.81,2,0.0
1654044362.049616,334,1654044362,49050807,,4.02,2,0.0
1654044363.5566835,335,1654044363,556154251,,4.02,2,0.0
1654044365.0637536,336,1654044365,63219308,,4.02,2,0.0
1654044366.5703325,337,1654044366,569797039,,4.02,2,0.0
1654044368.0764718,338,1654044368,75919389,,4.02,2,0.0
1654044369.5824542,339,1654044369,581854104,,4.23,2,0.0
1654044371.0890234,340,1654044371,88421106,,4.02,2,0.0
1654044372.596457,341,1654044372,595705270,,3.81,2,0.0
1654044374.1029701,342,1654044374,102337360,,4.02,2,0.0
1654044375.6102943,343,1654044375,609673738,,3.62,2,0.0
1654044377.115634,344,1654044377,115226268,,3.62,2,0.0
1654044378.620099,345,1654044378,619633436,,3.62,2,0.0
1654044380.1253655,346,1654044380,124912023,,3.81,2,0.0
1654044381.6324563,347,1654044381,631796121,,3.42,2,0.0
1654044383.1395714,348,1654044383,139016866,,3.22,2,0.0
1654044384.646671,349,1654044384,646138906,,3.42,2,0.0
1654044386.1538901,350,1654044386,153232097,,3.42,2,0.0
1654044387.6591685,351,1654044387,658759593,,3.22,2,0.0
1654044389.163597,352,1654044389,163161993,,3.22,2,0.0
1654044390.6688113,353,1654044390,668409347,,3.02,2,0.0
1654044392.1751032,354,1654044392,174566984,,3.22,2,0.0
1654044393.6838531,355,1654044393,683129787,,3.02,2,0.0
1654044395.1909547,356,1654044395,190363407,,3.02,2,0.0
1654044396.6963356,357,1654044396,694990634,,2.81,2,0.0
1654044398.2006896,358,1654044398,200293779,,2.81,2,0.0
1654044399.7055469,359,1654044399,704845905,,3.02,2,0.0
1654044401.210572,360,1654044401,210155010,,3.02,2,0.0
1654044402.7175784,361,1654044402,716948032,,2.81,2,0.0
1654044404.2251706,362,1654044404,224575519,,2.81,2,0.0
1654044405.7295806,363,1654044405,729055404,,2.81,2,0.0
1654044407.234883,364,1654044407,234433889,,2.62,1,0.0
1654044408.739093,365,1654044408,738622665,,2.62,1,0.0
1654044410.2460687,366,1654044410,245501756,,2.62,1,0.0
1654044411.75297,367,1654044411,752454996,,2.62,1,0.0
1654044413.2606325,368,1654044413,260064840,,2.62,1,0.0
1654044414.7660728,369,1654044414,765681266,,2.62,1,0.0
1654044416.2712944,370,1654044416,270895957,,2.41,1,0.0
1654044417.7762399,371,1654044417,775767087,,2.62,1,0.0
1654044419.2839353,372,1654044419,283157348,,2.62,1,0.0
1654044420.7905173,373,1654044420,789857864,,2.41,1,0.0
1654044422.2959783,374,1654044422,295443534,,2.62,1,0.0
1654044423.8010592,375,1654044423,800675392,,2.41,1,0.0
1654044425.3062816,376,1654044425,305876255,,2.62,1,0.0
1654044426.8115199,377,1654044426,811115503,,2.62,1,0.0
1654044428.3167732,378,1654044428,316389322,,2.62,1,0.0
1654044429.8207042,379,1654044429,820311784,,2.62,1,0.0
1654044431.3276067,380,1654044431,327131032,,2.41,1,0.0
1654044432.8350675,381,1654044432,834430932,,2.62,1,0.0
1654044434.3430905,382,1654044434,342550754,,2.41,1,0.0
1654044435.8500035,383,1654044435,849354743,,2.62,1,0.0
1654044437.357666,384,1654044437,357044696,,2.62,1,0.0
1654044438.865028,385,1654044438,864279031,,2.62,1,0.0
1654044440.3696563,386,1654044440,369237661,,2.62,1,0.0
1654044441.8749838,387,1654044441,874531030,,2.41,1,0.0
1654044443.3791487,388,1654044443,378753900,,2.41,1,0.0
1654044444.8861876,389,1654044444,885562896,,2.41,1,0.0
1654044446.392875,390,1654044446,392331600,,2.41,1,0.0
1654044447.9001083,391,1654044447,899498224,,2.41,1,0.0
1654044449.4074674,392,1654044449,406904458,,2.41,1,0.0
1654044450.914954,393,1654044450,914408683,,2.41,1,0.0
1654044452.4212866,394,1654044452,420688867,,2.62,1,0.0
1654044453.9266212,395,1654044453,926223039,,2.62,1,0.0
1654044455.4319305,396,1654044455,431465387,,2.62,1,0.0
1654044456.936386,397,1654044456,935672760,,2.41,1,0.0
1654044458.4430542,398,1654044458,442550182,,2.62,1,0.0
1654044459.949651,399,1654044459,949028968,,2.41,1,0.0
1654044461.4540677,400,1654044461,453670501,,129.3,70,0.0
1654044462.959186,401,1654044462,958820581,,127.2,69,0.0
1654044464.4644964,402,1654044464,464086055,,126.1,68,0.0
1654044465.9688523,403,1654044465,968450307,,123.5,67,0.0
1654044467.475759,404,1654044467,475242614,,123.1,66,0.0
1654044468.9829793,405,1654044468,982355356,,13.53,7,0.0
1654044470.4901905,406,1654044470,489646434,,4.84,3,0.0
1654044471.9973774,407,1654044471,996565580,,5.03,3,0.0
1654044473.5061429,408,1654044473,505550622,,5.24,3,0.0
1654044475.0116127,409,1654044475,11174917,,4.84,3,0.0
1654044476.5166724,410,1654044476,516297817,,4.84,3,0.0
1654044478.0210292,411,1654044478,20610094,,4.84,3,0.0
1654044479.528509,412,1654044479,527892827,,4.84,3,0.0
1654044481.035371,413,1654044481,34243345,,4.63,3,0.0
1654044482.5418825,414,1654044482,541424989,,4.63,3,0.0
1654044484.0483007,415,1654044484,47806024,,4.84,3,0.0
1654044485.5551116,416,1654044485,554605245,,4.84,3,0.0
1654044487.0596063,417,1654044487,59176683,,4.63,3,0.0
1654044488.564917,418,1654044488,564517736,,4.63,3,0.0
1654044490.0692961,419,1654044490,68851709,,4.63,3,0.0
1654044491.5763407,420,1654044491,575667858,,4.63,3,0.0
1654044493.0837672,421,1654044493,83181381,,124.8,67,0.0
1654044494.5905166,422,1654044494,589833736,,124.2,67,0.0
1654044496.0967505,423,1654044496,96180915,,124.4,67,0.0
1654044497.60235,424,1654044497,601837635,,124.4,67,0.0
1654044499.109932,425,1654044499,109363555,,124.2,67,0.0
1654044500.6158645,426,1654044500,615221023,,124.0,67,0.0
1654044502.122951,427,1654044502,122359752,,124.0,67,0.0
